,datas_tb2,saldo atual_tb2,estoque minimo_tb2,corrigido_tb2,data corrigida_tb2,entradas_tb2,produto,grupo
431,2023-07-04,-4799.26,1133.2675,5427.39,2023-07-03,,"120157 - CHAPA GQ   3/8 (9,53)     1010",Chapas
432,2023-07-05,-5025.91,1133.2675,5200.74,2023-07-04,,"120157 - CHAPA GQ   3/8 (9,53)     1010",Chapas
433,2023-07-06,-5252.57,1133.2675,4974.09,2023-07-05,,"120157 - CHAPA GQ   3/8 (9,53)     1010",Chapas
434,2023-07-07,-5479.22,1133.2675,4747.43,2023-07-06,,"120157 - CHAPA GQ   3/8 (9,53)     1010",Chapas
435,2023-07-10,-5705.87,1133.2675,4520.78,2023-07-07,,"120157 - CHAPA GQ   3/8 (9,53)     1010",Chapas
436,2023-07-11,-5932.53,1133.2675,4294.13,2023-07-10,,"120157 - CHAPA GQ   3/8 (9,53)     1010",Chapas
437,2023-07-12,-6159.18,1133.2675,4067.47,2023-07-11,,"120157 - CHAPA GQ   3/8 (9,53)     1010",Chapas
438,2023-07-13,-6385.83,1133.2675,3840.82,2023-07-12,,"120157 - CHAPA GQ   3/8 (9,53)     1010",Chapas
439,2023-07-14,-6612.49,1133.2675,3614.17,2023-07-13,,"120157 - CHAPA GQ   3/8 (9,53)     1010",Chapas
440,2023-07-17,-6839.14,1133.2675,3387.51,2023-07-14,,"120157 - CHAPA GQ   3/8 (9,53)     1010",Chapas
441,2023-07-18,-7065.79,1133.2675,3160.86,2023-07-17,,"120157 - CHAPA GQ   3/8 (9,53)     1010",Chapas
442,2023-07-19,-7292.45,1133.2675,2934.21,2023-07-18,,"120157 - CHAPA GQ   3/8 (9,53)     1010",Chapas
443,2023-04-20,14553.75,4107.39,14553.75,2023-04-20,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
444,2023-04-24,13732.27,4107.39,13732.27,2023-04-24,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
445,2023-04-25,12910.79,4107.39,12910.79,2023-04-25,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
446,2023-04-26,12089.32,4107.39,12089.32,2023-04-26,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
447,2023-04-27,11267.84,4107.39,11267.84,2023-04-27,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
448,2023-04-28,10446.36,4107.39,10446.36,2023-04-28,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
449,2023-05-02,9624.88,4107.39,9624.88,2023-05-02,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
450,2023-05-03,8803.4,4107.39,8803.4,2023-05-03,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
451,2023-05-04,7981.93,4107.39,7981.93,2023-05-04,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
452,2023-05-05,7160.45,4107.39,7160.45,2023-05-05,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
453,2023-05-06,17160.45,4107.39,6338.97,2023-05-08,10000,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
454,2023-05-08,16338.97,4107.39,5517.49,2023-05-09,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
455,2023-05-09,15517.49,4107.39,4696.01,2023-05-10,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
456,2023-05-10,14696.01,4107.39,14696.01,2023-05-10,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
457,2023-05-11,13874.54,4107.39,13874.54,2023-05-11,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
458,2023-05-12,13053.06,4107.39,13053.06,2023-05-12,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
459,2023-05-15,12231.58,4107.39,12231.58,2023-05-15,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
460,2023-05-16,11410.1,4107.39,11410.1,2023-05-16,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
461,2023-05-17,10588.62,4107.39,10588.62,2023-05-17,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
462,2023-05-18,9767.15,4107.39,9767.15,2023-05-18,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
463,2023-05-19,8945.67,4107.39,8945.67,2023-05-19,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
464,2023-05-22,8124.19,4107.39,8124.19,2023-05-22,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
465,2023-05-23,7302.71,4107.39,7302.71,2023-05-23,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
466,2023-05-24,6481.23,4107.39,6481.23,2023-05-24,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
467,2023-05-25,5659.76,4107.39,5659.76,2023-05-25,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
468,2023-05-26,4838.28,4107.39,4838.28,2023-05-26,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
469,2023-05-29,4016.8,4107.39,14838.28,2023-05-26,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
470,2023-05-30,3195.32,4107.39,14016.8,2023-05-29,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
471,2023-05-31,2373.84,4107.39,13195.32,2023-05-30,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
472,2023-06-01,1552.37,4107.39,12373.84,2023-05-31,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
473,2023-06-02,730.89,4107.39,11552.37,2023-06-01,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
474,2023-06-05,-90.59,4107.39,10730.89,2023-06-02,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
475,2023-06-06,-912.07,4107.39,9909.41,2023-06-05,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
476,2023-06-07,-1733.55,4107.39,9087.93,2023-06-06,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
477,2023-06-08,-2555.02,4107.39,8266.45,2023-06-07,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
478,2023-06-09,-3376.5,4107.39,7444.98,2023-06-08,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
479,2023-06-12,-4197.98,4107.39,6623.5,2023-06-09,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
480,2023-06-13,-5019.46,4107.39,5802.02,2023-06-12,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
481,2023-06-14,-5840.94,4107.39,4980.54,2023-06-13,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
482,2023-06-15,-6662.41,4107.39,4159.06,2023-06-14,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
483,2023-06-16,-7483.89,4107.39,14159.06,2023-06-14,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
484,2023-06-19,-8305.37,4107.39,13337.59,2023-06-15,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
485,2023-06-20,-9126.85,4107.39,12516.11,2023-06-16,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
486,2023-06-21,-9948.33,4107.39,11694.63,2023-06-19,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
487,2023-06-22,-10769.8,4107.39,10873.15,2023-06-20,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
488,2023-06-23,-11591.28,4107.39,10051.67,2023-06-21,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
489,2023-06-26,-12412.76,4107.39,9230.2,2023-06-22,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
490,2023-06-27,-13234.24,4107.39,8408.72,2023-06-23,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
491,2023-06-28,-14055.72,4107.39,7587.24,2023-06-26,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
492,2023-06-29,-14877.19,4107.39,6765.76,2023-06-27,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
493,2023-06-30,-15698.67,4107.39,5944.28,2023-06-28,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
494,2023-07-03,-16520.15,4107.39,5122.81,2023-06-29,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
495,2023-07-04,-17341.63,4107.39,4301.33,2023-06-30,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
496,2023-07-05,-18163.11,4107.39,14301.33,2023-06-30,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
497,2023-07-06,-18984.58,4107.39,13479.85,2023-07-03,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
498,2023-07-07,-19806.06,4107.39,12658.37,2023-07-04,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
499,2023-07-10,-20627.54,4107.39,11836.89,2023-07-05,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
500,2023-07-11,-21449.02,4107.39,11015.42,2023-07-06,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
501,2023-07-12,-22270.5,4107.39,10193.94,2023-07-07,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
502,2023-07-13,-23091.97,4107.39,9372.46,2023-07-10,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
503,2023-07-14,-23913.45,4107.39,8550.98,2023-07-11,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
504,2023-07-17,-24734.93,4107.39,7729.5,2023-07-12,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
505,2023-07-18,-25556.41,4107.39,6908.03,2023-07-13,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
506,2023-07-19,-26377.89,4107.39,6086.55,2023-07-14,,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",Chapas
507,2023-04-20,10331.13,4584.5275,10331.13,2023-04-20,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
508,2023-04-24,9414.22,4584.5275,9414.22,2023-04-24,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
509,2023-04-25,8497.32,4584.5275,8497.32,2023-04-25,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
510,2023-04-26,7580.41,4584.5275,7580.41,2023-04-26,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
511,2023-04-27,6663.51,4584.5275,6663.51,2023-04-27,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
512,2023-04-28,5746.6,4584.5275,5746.6,2023-04-28,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
513,2023-05-02,4829.7,4584.5275,4829.7,2023-05-02,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
514,2023-05-03,3912.79,4584.5275,14829.7,2023-05-02,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
515,2023-05-04,2995.89,4584.5275,13912.79,2023-05-03,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
516,2023-05-05,2078.98,4584.5275,12995.89,2023-05-04,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
517,2023-05-06,12353.98,4584.5275,12078.98,2023-05-05,10275,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
518,2023-05-08,11437.08,4584.5275,11162.08,2023-05-08,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
519,2023-05-09,10520.17,4584.5275,10245.17,2023-05-09,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
520,2023-05-10,9603.26,4584.5275,9328.26,2023-05-10,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
521,2023-05-11,8686.36,4584.5275,8411.36,2023-05-11,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
522,2023-05-12,7769.45,4584.5275,7494.45,2023-05-12,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
523,2023-05-15,6852.55,4584.5275,6577.55,2023-05-15,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
524,2023-05-16,5935.64,4584.5275,5660.64,2023-05-16,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
525,2023-05-17,5018.74,4584.5275,4743.74,2023-05-17,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
526,2023-05-18,4101.83,4584.5275,14743.74,2023-05-17,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
527,2023-05-19,3184.93,4584.5275,13826.83,2023-05-18,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
528,2023-05-22,2268.02,4584.5275,12909.93,2023-05-19,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
529,2023-05-23,1351.11,4584.5275,11993.02,2023-05-22,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
530,2023-05-24,434.21,4584.5275,11076.11,2023-05-23,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
531,2023-05-25,-482.7,4584.5275,10159.21,2023-05-24,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
532,2023-05-26,-1399.6,4584.5275,9242.3,2023-05-25,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
533,2023-05-29,-2316.51,4584.5275,8325.4,2023-05-26,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
534,2023-05-30,-3233.41,4584.5275,7408.49,2023-05-29,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
535,2023-05-31,-4150.32,4584.5275,6491.59,2023-05-30,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
536,2023-06-01,-5067.22,4584.5275,5574.68,2023-05-31,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
537,2023-06-02,-5984.13,4584.5275,4657.78,2023-06-01,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
538,2023-06-05,-6901.04,4584.5275,14657.78,2023-06-01,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
539,2023-06-06,-7817.94,4584.5275,13740.87,2023-06-02,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
540,2023-06-07,-8734.85,4584.5275,12823.97,2023-06-05,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
541,2023-06-08,-9651.75,4584.5275,11907.06,2023-06-06,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
542,2023-06-09,-10568.66,4584.5275,10990.15,2023-06-07,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
543,2023-06-12,-11485.56,4584.5275,10073.25,2023-06-08,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
544,2023-06-13,-12402.47,4584.5275,9156.34,2023-06-09,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
545,2023-06-14,-13319.37,4584.5275,8239.44,2023-06-12,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
546,2023-06-15,-14236.28,4584.5275,7322.53,2023-06-13,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
547,2023-06-16,-15153.18,4584.5275,6405.63,2023-06-14,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
548,2023-06-19,-16070.09,4584.5275,5488.72,2023-06-15,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
549,2023-06-20,-16987.0,4584.5275,15488.72,2023-06-15,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
550,2023-06-21,-17903.9,4584.5275,14571.82,2023-06-16,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
551,2023-06-22,-18820.81,4584.5275,13654.91,2023-06-19,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
552,2023-06-23,-19737.71,4584.5275,12738.0,2023-06-20,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
553,2023-06-26,-20654.62,4584.5275,11821.1,2023-06-21,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
554,2023-06-27,-21571.52,4584.5275,10904.19,2023-06-22,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
555,2023-06-28,-22488.43,4584.5275,9987.29,2023-06-23,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
556,2023-06-29,-23405.33,4584.5275,9070.38,2023-06-26,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
557,2023-06-30,-24322.24,4584.5275,8153.48,2023-06-27,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
558,2023-07-03,-25239.15,4584.5275,7236.57,2023-06-28,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
559,2023-07-04,-26156.05,4584.5275,6319.67,2023-06-29,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
560,2023-07-05,-27072.96,4584.5275,5402.76,2023-06-30,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
561,2023-07-06,-27989.86,4584.5275,15402.76,2023-06-30,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
562,2023-07-07,-28906.77,4584.5275,14485.86,2023-07-03,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
563,2023-07-10,-29823.67,4584.5275,13568.95,2023-07-04,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
564,2023-07-11,-30740.58,4584.5275,12652.04,2023-07-05,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
565,2023-07-12,-31657.48,4584.5275,11735.14,2023-07-06,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
566,2023-07-13,-32574.39,4584.5275,10818.23,2023-07-07,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
567,2023-07-14,-33491.29,4584.5275,9901.33,2023-07-10,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
568,2023-07-17,-34408.2,4584.5275,8984.42,2023-07-11,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
569,2023-07-18,-35325.11,4584.5275,8067.52,2023-07-12,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
570,2023-07-19,-36242.01,4584.5275,7150.61,2023-07-13,,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",Chapas
571,2023-04-20,8937.75,2096.4325,8937.75,2023-04-20,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
572,2023-04-24,8518.46,2096.4325,8518.46,2023-04-24,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
573,2023-04-25,8099.18,2096.4325,8099.18,2023-04-25,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
574,2023-04-26,7679.89,2096.4325,7679.89,2023-04-26,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
575,2023-04-27,7260.6,2096.4325,7260.6,2023-04-27,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
576,2023-04-28,6841.32,2096.4325,6841.32,2023-04-28,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
577,2023-05-02,6422.03,2096.4325,6422.03,2023-05-02,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
578,2023-05-03,6002.74,2096.4325,6002.74,2023-05-03,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
579,2023-05-04,5583.46,2096.4325,5583.46,2023-05-04,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
580,2023-05-05,5164.17,2096.4325,5164.17,2023-05-05,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
581,2023-05-08,4744.89,2096.4325,4744.89,2023-05-08,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
582,2023-05-09,4325.6,2096.4325,4325.6,2023-05-09,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
583,2023-05-10,3906.31,2096.4325,3906.31,2023-05-10,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
584,2023-05-11,3487.03,2096.4325,3487.03,2023-05-11,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
585,2023-05-12,3067.74,2096.4325,3067.74,2023-05-12,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
586,2023-05-15,2648.45,2096.4325,2648.45,2023-05-15,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
587,2023-05-16,2229.17,2096.4325,2229.17,2023-05-16,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
588,2023-05-17,1809.88,2096.4325,12229.17,2023-05-16,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
589,2023-05-18,1390.59,2096.4325,11809.88,2023-05-17,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
590,2023-05-19,971.31,2096.4325,11390.59,2023-05-18,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
591,2023-05-22,552.02,2096.4325,10971.31,2023-05-19,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
592,2023-05-23,132.73,2096.4325,10552.02,2023-05-22,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
593,2023-05-24,-286.55,2096.4325,10132.73,2023-05-23,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
594,2023-05-25,-705.84,2096.4325,9713.45,2023-05-24,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
595,2023-05-26,-1125.13,2096.4325,9294.16,2023-05-25,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
596,2023-05-29,-1544.41,2096.4325,8874.87,2023-05-26,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
597,2023-05-30,-1963.7,2096.4325,8455.59,2023-05-29,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
598,2023-05-31,-2382.99,2096.4325,8036.3,2023-05-30,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
599,2023-06-01,-2802.27,2096.4325,7617.01,2023-05-31,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
600,2023-06-02,-3221.56,2096.4325,7197.73,2023-06-01,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
601,2023-06-05,-3640.85,2096.4325,6778.44,2023-06-02,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
602,2023-06-06,-4060.13,2096.4325,6359.16,2023-06-05,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
603,2023-06-07,-4479.42,2096.4325,5939.87,2023-06-06,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
604,2023-06-08,-4898.7,2096.4325,5520.58,2023-06-07,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
605,2023-06-09,-5317.99,2096.4325,5101.3,2023-06-08,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
606,2023-06-12,-5737.28,2096.4325,4682.01,2023-06-09,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
607,2023-06-13,-6156.56,2096.4325,4262.72,2023-06-12,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
608,2023-06-14,-6575.85,2096.4325,3843.44,2023-06-13,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
609,2023-06-15,-6995.14,2096.4325,3424.15,2023-06-14,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
610,2023-06-16,-7414.42,2096.4325,3004.86,2023-06-15,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
611,2023-06-19,-7833.71,2096.4325,2585.58,2023-06-16,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
612,2023-06-20,-8253.0,2096.4325,2166.29,2023-06-19,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
613,2023-06-21,-8672.28,2096.4325,12166.29,2023-06-19,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
614,2023-06-22,-9091.57,2096.4325,11747.0,2023-06-20,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
615,2023-06-23,-9510.86,2096.4325,11327.72,2023-06-21,,"120137 - BOBINA CHAPA LQ 2.00 X 1,50 A36/CIVIL300",Chapas
