,datas_tb2,saldo atual_tb2,estoque minimo_tb2,corrigido_tb2,data corrigida_tb2,entradas_tb2,produto,grupo
0,2023-04-20,6064.94,2568.47,6064.94,2023-04-20,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
1,2023-04-24,5551.25,2568.47,5551.25,2023-04-24,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
2,2023-04-25,5037.55,2568.47,5037.55,2023-04-25,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
3,2023-04-26,4523.86,2568.47,4523.86,2023-04-26,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
4,2023-04-27,4010.16,2568.47,4010.16,2023-04-27,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
5,2023-04-28,3496.47,2568.47,3496.47,2023-04-28,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
6,2023-05-02,2982.78,2568.47,2982.78,2023-05-02,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
7,2023-05-02,11852.78,2568.47,12982.78,2023-05-02,8870,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
8,2023-05-03,11339.08,2568.47,12469.08,2023-05-03,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
9,2023-05-04,10825.39,2568.47,11955.39,2023-05-04,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
10,2023-05-05,10311.69,2568.47,11441.69,2023-05-05,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
11,2023-05-08,9798.0,2568.47,10928.0,2023-05-08,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
12,2023-05-09,9284.31,2568.47,10414.31,2023-05-09,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
13,2023-05-10,8770.61,2568.47,9900.61,2023-05-10,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
14,2023-05-11,8256.92,2568.47,9386.92,2023-05-11,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
15,2023-05-12,7743.22,2568.47,8873.22,2023-05-12,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
16,2023-05-15,7229.53,2568.47,8359.53,2023-05-15,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
17,2023-05-16,6715.84,2568.47,7845.84,2023-05-16,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
18,2023-05-17,6202.14,2568.47,7332.14,2023-05-17,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
19,2023-05-18,5688.45,2568.47,6818.45,2023-05-18,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
20,2023-05-19,5174.75,2568.47,6304.75,2023-05-19,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
21,2023-05-22,4661.06,2568.47,5791.06,2023-05-22,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
22,2023-05-23,4147.37,2568.47,5277.37,2023-05-23,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
23,2023-05-24,3633.67,2568.47,4763.67,2023-05-24,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
24,2023-05-25,3119.98,2568.47,4249.98,2023-05-25,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
25,2023-05-26,2606.28,2568.47,3736.28,2023-05-26,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
26,2023-05-29,2092.59,2568.47,3222.59,2023-05-29,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
27,2023-05-30,1578.9,2568.47,2708.9,2023-05-30,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
28,2023-05-31,1065.2,2568.47,12708.9,2023-05-30,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
29,2023-06-01,551.51,2568.47,12195.2,2023-05-31,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
30,2023-06-02,37.81,2568.47,11681.51,2023-06-01,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
31,2023-06-05,-475.88,2568.47,11167.81,2023-06-02,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
32,2023-06-06,-989.57,2568.47,10654.12,2023-06-05,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
33,2023-06-07,-1503.27,2568.47,10140.43,2023-06-06,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
34,2023-06-08,-2016.96,2568.47,9626.73,2023-06-07,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
35,2023-06-09,-2530.66,2568.47,9113.04,2023-06-08,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
36,2023-06-12,-3044.35,2568.47,8599.34,2023-06-09,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
37,2023-06-13,-3558.04,2568.47,8085.65,2023-06-12,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
38,2023-06-14,-4071.74,2568.47,7571.96,2023-06-13,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
39,2023-06-15,-4585.43,2568.47,7058.26,2023-06-14,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
40,2023-06-16,-5099.13,2568.47,6544.57,2023-06-15,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
41,2023-06-19,-5612.82,2568.47,6030.87,2023-06-16,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
42,2023-06-20,-6126.51,2568.47,5517.18,2023-06-19,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
43,2023-06-21,-6640.21,2568.47,5003.49,2023-06-20,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
44,2023-06-22,-7153.9,2568.47,4489.79,2023-06-21,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
45,2023-06-23,-7667.6,2568.47,3976.1,2023-06-22,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
46,2023-06-26,-8181.29,2568.47,3462.4,2023-06-23,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
47,2023-06-27,-8694.98,2568.47,2948.71,2023-06-26,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
48,2023-06-28,-9208.68,2568.47,12948.71,2023-06-26,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
49,2023-06-29,-9722.37,2568.47,12435.02,2023-06-27,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
50,2023-06-30,-10236.07,2568.47,11921.32,2023-06-28,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
51,2023-07-03,-10749.76,2568.47,11407.63,2023-06-29,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
52,2023-07-04,-11263.45,2568.47,10893.93,2023-06-30,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
53,2023-07-05,-11777.15,2568.47,10380.24,2023-07-03,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
54,2023-07-06,-12290.84,2568.47,9866.55,2023-07-04,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
55,2023-07-07,-12804.54,2568.47,9352.85,2023-07-05,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
56,2023-07-10,-13318.23,2568.47,8839.16,2023-07-06,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
57,2023-07-11,-13831.92,2568.47,8325.46,2023-07-07,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
58,2023-07-12,-14345.62,2568.47,7811.77,2023-07-10,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
59,2023-07-13,-14859.31,2568.47,7298.08,2023-07-11,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
60,2023-07-14,-15373.01,2568.47,6784.38,2023-07-12,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
61,2023-07-17,-15886.7,2568.47,6270.69,2023-07-13,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
62,2023-07-18,-16400.39,2568.47,5756.99,2023-07-14,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
63,2023-07-19,-16914.09,2568.47,5243.3,2023-07-17,,120547 - BOBINA CHAPA LQ 2.65 X 1500 A36/CIVIL300,Chapas
64,2023-04-20,10239.57,888.0775,10239.57,2023-04-20,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
65,2023-04-24,10061.95,888.0775,10061.95,2023-04-24,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
66,2023-04-25,9884.34,888.0775,9884.34,2023-04-25,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
67,2023-04-26,9706.72,888.0775,9706.72,2023-04-26,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
68,2023-04-27,9529.11,888.0775,9529.11,2023-04-27,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
69,2023-04-28,9351.49,888.0775,9351.49,2023-04-28,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
70,2023-05-02,9173.88,888.0775,9173.88,2023-05-02,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
71,2023-05-03,8996.26,888.0775,8996.26,2023-05-03,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
72,2023-05-04,8818.65,888.0775,8818.65,2023-05-04,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
73,2023-05-05,8641.03,888.0775,8641.03,2023-05-05,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
74,2023-05-08,8463.42,888.0775,8463.42,2023-05-08,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
75,2023-05-09,8285.8,888.0775,8285.8,2023-05-09,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
76,2023-05-10,8108.18,888.0775,8108.18,2023-05-10,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
77,2023-05-11,7930.57,888.0775,7930.57,2023-05-11,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
78,2023-05-12,7752.95,888.0775,7752.95,2023-05-12,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
79,2023-05-15,7575.34,888.0775,7575.34,2023-05-15,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
80,2023-05-16,7397.72,888.0775,7397.72,2023-05-16,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
81,2023-05-17,7220.11,888.0775,7220.11,2023-05-17,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
82,2023-05-18,7042.49,888.0775,7042.49,2023-05-18,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
83,2023-05-19,6864.88,888.0775,6864.88,2023-05-19,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
84,2023-05-22,6687.26,888.0775,6687.26,2023-05-22,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
85,2023-05-23,6509.64,888.0775,6509.64,2023-05-23,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
86,2023-05-24,6332.03,888.0775,6332.03,2023-05-24,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
87,2023-05-25,6154.41,888.0775,6154.41,2023-05-25,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
88,2023-05-26,5976.8,888.0775,5976.8,2023-05-26,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
89,2023-05-29,5799.18,888.0775,5799.18,2023-05-29,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
90,2023-05-30,5621.57,888.0775,5621.57,2023-05-30,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
91,2023-05-31,5443.95,888.0775,5443.95,2023-05-31,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
92,2023-06-01,5266.34,888.0775,5266.34,2023-06-01,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
93,2023-06-02,5088.72,888.0775,5088.72,2023-06-02,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
94,2023-06-05,4911.11,888.0775,4911.11,2023-06-05,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
95,2023-06-06,4733.49,888.0775,4733.49,2023-06-06,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
96,2023-06-07,4555.87,888.0775,4555.87,2023-06-07,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
97,2023-06-08,4378.26,888.0775,4378.26,2023-06-08,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
98,2023-06-09,4200.64,888.0775,4200.64,2023-06-09,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
99,2023-06-12,4023.03,888.0775,4023.03,2023-06-12,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
100,2023-06-13,3845.41,888.0775,3845.41,2023-06-13,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
101,2023-06-14,3667.8,888.0775,3667.8,2023-06-14,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
102,2023-06-15,3490.18,888.0775,3490.18,2023-06-15,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
103,2023-06-16,3312.57,888.0775,3312.57,2023-06-16,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
104,2023-06-19,3134.95,888.0775,3134.95,2023-06-19,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
105,2023-06-20,2957.33,888.0775,2957.33,2023-06-20,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
106,2023-06-21,2779.72,888.0775,2779.72,2023-06-21,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
107,2023-06-22,2602.1,888.0775,2602.1,2023-06-22,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
108,2023-06-23,2424.49,888.0775,2424.49,2023-06-23,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
109,2023-06-26,2246.87,888.0775,2246.87,2023-06-26,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
110,2023-06-27,2069.26,888.0775,2069.26,2023-06-27,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
111,2023-06-28,1891.64,888.0775,1891.64,2023-06-28,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
112,2023-06-29,1714.03,888.0775,1714.03,2023-06-29,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
113,2023-06-30,1536.41,888.0775,1536.41,2023-06-30,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
114,2023-07-03,1358.8,888.0775,1358.8,2023-07-03,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
115,2023-07-04,1181.18,888.0775,1181.18,2023-07-04,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
116,2023-07-05,1003.56,888.0775,1003.56,2023-07-05,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
117,2023-07-06,825.95,888.0775,11003.56,2023-07-05,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
118,2023-07-07,648.33,888.0775,10825.95,2023-07-06,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
119,2023-07-10,470.72,888.0775,10648.33,2023-07-07,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
120,2023-07-11,293.1,888.0775,10470.72,2023-07-10,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
121,2023-07-12,115.49,888.0775,10293.1,2023-07-11,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
122,2023-07-13,-62.13,888.0775,10115.49,2023-07-12,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
123,2023-07-14,-239.74,888.0775,9937.87,2023-07-13,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
124,2023-07-17,-417.36,888.0775,9760.26,2023-07-14,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
125,2023-07-18,-594.98,888.0775,9582.64,2023-07-17,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
126,2023-07-19,-772.59,888.0775,9405.02,2023-07-18,,120545 - BOBINA CHAPA LQ 3.00 X 1500 A36/CIVIL300,Chapas
127,2023-04-20,8386.8,3460.06,8386.8,2023-04-20,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
128,2023-04-24,7694.79,3460.06,7694.79,2023-04-24,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
129,2023-04-25,7002.78,3460.06,7002.78,2023-04-25,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
130,2023-04-26,6310.76,3460.06,6310.76,2023-04-26,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
131,2023-04-27,5618.75,3460.06,5618.75,2023-04-27,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
132,2023-04-28,4926.74,3460.06,4926.74,2023-04-28,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
133,2023-05-02,4234.73,3460.06,4234.73,2023-05-02,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
134,2023-05-03,3542.72,3460.06,3542.72,2023-05-03,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
135,2023-05-04,2850.7,3460.06,13542.72,2023-05-03,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
136,2023-05-05,2158.69,3460.06,12850.7,2023-05-04,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
137,2023-05-06,10848.69,3460.06,12158.69,2023-05-05,8690,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
138,2023-05-08,10156.68,3460.06,11466.68,2023-05-08,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
139,2023-05-09,9464.67,3460.06,10774.67,2023-05-09,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
140,2023-05-10,8772.66,3460.06,10082.66,2023-05-10,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
141,2023-05-11,8080.64,3460.06,9390.64,2023-05-11,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
142,2023-05-12,7388.63,3460.06,8698.63,2023-05-12,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
143,2023-05-15,6696.62,3460.06,8006.62,2023-05-15,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
144,2023-05-16,6004.61,3460.06,7314.61,2023-05-16,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
145,2023-05-17,5312.6,3460.06,6622.6,2023-05-17,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
146,2023-05-18,4620.58,3460.06,5930.58,2023-05-18,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
147,2023-05-19,3928.57,3460.06,5238.57,2023-05-19,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
148,2023-05-22,3236.56,3460.06,4546.56,2023-05-22,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
149,2023-05-23,2544.55,3460.06,3854.55,2023-05-23,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
150,2023-05-24,1852.54,3460.06,13854.55,2023-05-23,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
151,2023-05-25,1160.52,3460.06,13162.54,2023-05-24,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
152,2023-05-26,468.51,3460.06,12470.52,2023-05-25,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
153,2023-05-29,-223.5,3460.06,11778.51,2023-05-26,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
154,2023-05-30,-915.51,3460.06,11086.5,2023-05-29,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
155,2023-05-31,-1607.52,3460.06,10394.49,2023-05-30,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
156,2023-06-01,-2299.54,3460.06,9702.48,2023-05-31,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
157,2023-06-02,-2991.55,3460.06,9010.46,2023-06-01,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
158,2023-06-05,-3683.56,3460.06,8318.45,2023-06-02,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
159,2023-06-06,-4375.57,3460.06,7626.44,2023-06-05,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
160,2023-06-07,-5067.58,3460.06,6934.43,2023-06-06,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
161,2023-06-08,-5759.6,3460.06,6242.42,2023-06-07,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
162,2023-06-09,-6451.61,3460.06,5550.4,2023-06-08,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
163,2023-06-12,-7143.62,3460.06,4858.39,2023-06-09,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
164,2023-06-13,-7835.63,3460.06,4166.38,2023-06-12,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
165,2023-06-14,-8527.64,3460.06,3474.37,2023-06-13,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
166,2023-06-15,-9219.66,3460.06,13474.37,2023-06-13,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
167,2023-06-16,-9911.67,3460.06,12782.36,2023-06-14,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
168,2023-06-19,-10603.68,3460.06,12090.34,2023-06-15,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
169,2023-06-20,-11295.69,3460.06,11398.33,2023-06-16,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
170,2023-06-21,-11987.7,3460.06,10706.32,2023-06-19,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
171,2023-06-22,-12679.72,3460.06,10014.31,2023-06-20,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
172,2023-06-23,-13371.73,3460.06,9322.3,2023-06-21,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
173,2023-06-26,-14063.74,3460.06,8630.28,2023-06-22,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
174,2023-06-27,-14755.75,3460.06,7938.27,2023-06-23,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
175,2023-06-28,-15447.76,3460.06,7246.26,2023-06-26,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
176,2023-06-29,-16139.78,3460.06,6554.25,2023-06-27,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
177,2023-06-30,-16831.79,3460.06,5862.24,2023-06-28,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
178,2023-07-03,-17523.8,3460.06,5170.22,2023-06-29,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
179,2023-07-04,-18215.81,3460.06,4478.21,2023-06-30,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
180,2023-07-05,-18907.82,3460.06,3786.2,2023-07-03,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
181,2023-07-06,-19599.84,3460.06,13786.2,2023-07-03,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
182,2023-07-07,-20291.85,3460.06,13094.19,2023-07-04,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
183,2023-07-10,-20983.86,3460.06,12402.18,2023-07-05,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
184,2023-07-11,-21675.87,3460.06,11710.16,2023-07-06,,"120278 - BOBINA CHAPA LQ 3.75 X 1,20 A36/CIVIL300",Chapas
